(1, 5553191371787, 3, 'Don Quixote', 'Tor Books', 250, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Philosophy, Psychology, Adventure', 13, 77),
(109, 1521782733104, 3, 'The Hound of the Baskervilles', 'Pan Macmillan', 528, 'A unique and intriguing book, full of wonders and plot', 14, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Romance, Travel, History', 18, 11),
(110, 8243949406402, 3, 'The Two Towers', 'Allen Lane', 728, 'A unique and intriguing book, full of wonders and plot', 5, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Comedy, Art, Health', 14, 30),
(111, 7017273033525, 5, 'The War of the Worlds', 'Canongate Books', 988, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Art, Education, Biography', 19, 30),
(112, 2631041330210, 2, 'Middlemarch', 'Quirk Books', 287, 'A unique and intriguing book, full of wonders and plot', 13, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Politics, Philosophy, Health', 13, 68),
(113, 8380236964371, 3, 'The Age of Innocence', 'Penguin Classics', 615, 'A unique and intriguing book, full of wonders and plot', 17, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Crime, Children's, Autobiography', 20, 25),
(114, 9594182781035, 2, 'The Color Purple', 'Viking Press', 147, 'A unique and intriguing book, full of wonders and plot', 4, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Politics, Classic, Autobiography', 6, 85),
(115, 5213119412392, 4, 'Northanger Abbey', 'Knopf Doubleday Publishing Group', 190, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Fiction, Memoir, Science fiction', 6, 25),
(116, 7884326205239, 3, 'East of Eden', 'Harper Collins', 912, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Suspense, Politics, Contemporary', 20, 87),
(117, 2937030143848, 3, 'On the Road', 'Hay House', 448, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Psychology, Business, Crime', 18, 56),
(118, 3133389136968, 5, 'Catch-22', 'Dark Horse Comics', 576, 'A unique and intriguing book, full of wonders and plot', 0, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Sociology, Crime, Biography', 13, 81),
(119, 4219613596117, 2, 'Around the World in Eighty Days', 'University of Chicago Press', 418, 'A unique and intriguing book, full of wonders and plot', 12, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Fiction, Politics, Suspense', 20, 19),
(120, 6053686529819, 5, 'Hard Times', 'Bloomsbury Academic', 880, 'A unique and intriguing book, full of wonders and plot', 9, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Dystopian, Classic, Art', 17, 60),
(121, 9167929880986, 2, 'Beloved', 'Vintage Classics', 336, 'A unique and intriguing book, full of wonders and plot', 8, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Travel, Children's, Self-help', 17, 75),
(122, 4252148143181, 1, 'Mrs. Dalloway', 'Penguin India', 339, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Classic, Philosophy, Science', 15, 18),
(123, 4958699605565, 2, 'To the Lighthouse', 'Oxford University Press', 323, 'A unique and intriguing book, full of wonders and plot', 11, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Nature, Science, Cultural studies', 15, 82),
(124, 8679329370949, 4, 'The Magician's Nephew', 'Macmillan Publishers', 613, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Drama, Politics, Biography', 11, 5),
(125, 1736024302541, 3, 'Harry Potter and the Order of the Phoenix', 'Pan Macmillan', 687, 'A unique and intriguing book, full of wonders and plot', 11, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Fantasy, Non-fiction, Art', 12, 56),
(126, 1297518469058, 4, 'The Sun Also Rises', 'Orbit Books', 632, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Science, Psychology, Crime', 6, 94),
(127, 8890159801631, 2, 'The Good Earth', 'Chronicle Books', 353, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Classic, Mystery, Children's', 20, 98),
(128, 9060321620451, 2, 'Silas Marner', 'Picador', 230, 'A unique and intriguing book, full of wonders and plot', 18, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Art, Psychology, History', 20, 97),
(129, 8895955661481, 5, 'Love in the Time of Cholera', 'Faber & Faber', 707, 'A unique and intriguing book, full of wonders and plot', 5, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Science, Cultural studies, Health', 5, 26),
(130, 5529562668699, 4, 'Rebecca', 'Dark Horse Comics', 286, 'A unique and intriguing book, full of wonders and plot', 8, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Mystery, Nature, Contemporary', 20, 24),
(131, 2859393009912, 2, 'Jude the Obscure', 'MIT Press', 904, 'A unique and intriguing book, full of wonders and plot', 17, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Classic, Memoir, Sociology', 19, 68),
(132, 6270326636772, 4, 'Twilight', 'Canongate Books', 405, 'A unique and intriguing book, full of wonders and plot', 12, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Self-help, Science, Suspense', 20, 45),
(133, 1963206887576, 4, 'A Passage to India', 'Abrams Books', 388, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Young adult, Health, Travel', 9, 16),
(134, 8079699837977, 3, 'The Plague', 'Blackwell Publishing', 163, 'A unique and intriguing book, full of wonders and plot', 9, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Cultural studies, Anthology, Nature', 10, 10),
(135, 3744961086461, 5, 'Nicholas Nickleby', 'Grove Atlantic', 394, 'A unique and intriguing book, full of wonders and plot', 10, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Autobiography, Nature, Suspense', 20, 51),
(136, 1601586607849, 5, 'The Pearl', 'W. W. Norton & Company', 565, 'A unique and intriguing book, full of wonders and plot', 13, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Suspense, Sociology, Parenting', 20, 83),
(137, 7555480508052, 2, 'Ethan Frome', 'Pearson Education', 562, 'A unique and intriguing book, full of wonders and plot', 13, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Classic, Memoir, Art', 15, 85),
(138, 7111326462243, 5, 'The Tale of Genji', 'Vintage Classics', 135, 'A unique and intriguing book, full of wonders and plot', 17, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Health, Psychology, Drama', 19, 69),
(139, 7687165493124, 3, 'The Giver', 'Dark Horse Comics', 237, 'A unique and intriguing book, full of wonders and plot', 17, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'History, Sociology, Comedy', 19, 60),
(140, 7236354719383, 1, 'The Alchemist', 'Hay House', 158, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Romance, Comedy, Poetry', 5, 39),
(141, 7445489986671, 4, 'The Strange Case of Dr. Jekyll and Mr. Hyde', 'Canongate Books', 391, 'A unique and intriguing book, full of wonders and plot', 19, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Children's, Cookbook, Politics', 20, 65),
(142, 6442080684558, 2, 'Robinson Crusoe', 'Penguin Classics', 848, 'A unique and intriguing book, full of wonders and plot', 9, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Classic, Poetry, Self-help', 9, 28),
(143, 2392080940764, 4, 'Tender is the Night', 'St. Martin's Press', 335, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Drama, Children's, Business', 5, 87),
(144, 3145732033461, 1, 'The Idiot', 'Penguin Classics', 111, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Sociology, Fiction, Science fiction', 15, 41),
(145, 6269273560666, 5, 'Hatchet', 'Harper Collins', 836, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Biography, Children's, Memoir', 17, 70),
(146, 8151154412614, 2, 'The Kite Runner', 'Harvard University Press', 530, 'A unique and intriguing book, full of wonders and plot', 2, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Music, Travel, Education', 20, 89),
(147, 7998231322268, 5, 'One Flew Over the Cuckoo's Nest', 'Wiley', 112, 'A unique and intriguing book, full of wonders and plot', 18, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Science, Mythology, Cookbook', 19, 48),
(148, 4077997317891, 5, 'The Portrait of a Lady', 'Fantagraphics Books', 461, 'A unique and intriguing book, full of wonders and plot', 10, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Poetry, Self-help, Dystopian', 20, 4),
(149, 9505191997576, 5, 'The Outsiders', 'Springer Nature', 318, 'A unique and intriguing book, full of wonders and plot', 8, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Mythology, Fiction, Nature', 10, 52),
(150, 6583076597204, 5, 'Ben-Hur', 'Scholastic Corporation', 970, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Psychology, Suspense, Memoir', 19, 14),
