(1, 1870081925409, 3, 'Don Quixote', 'Macmillan Publishers', 321, 'A unique and intriguing book, full of wonders and plot', 0, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Classic', 7, 76),
(119, 5538825924952, 1, 'Around the World in Eighty Days', 'Penguin Modern Classics', 345, 'A unique and intriguing book, full of wonders and plot', 19, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Nature', 19, 72),
(120, 7759000811911, 3, 'Hard Times', 'Hay House', 925, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Cookbook', 15, 78),
(121, 6395417505251, 1, 'Beloved', 'MIT Press', 750, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Philosophy', 16, 8),
(122, 3593839056383, 3, 'Mrs. Dalloway', 'Bloomsbury Academic', 776, 'A unique and intriguing book, full of wonders and plot', 0, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Art', 8, 96),
(123, 7668347100315, 2, 'To the Lighthouse', 'Vintage Classics', 369, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Suspense', 20, 32),
(124, 1498912561474, 1, 'The Magician's Nephew', 'Allen Lane', 661, 'A unique and intriguing book, full of wonders and plot', 10, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Art', 16, 59),
(125, 3656962270092, 5, 'Harry Potter and the Order of the Phoenix', 'Pearson Education', 869, 'A unique and intriguing book, full of wonders and plot', 2, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Adventure', 18, 62),
(126, 5938558793489, 3, 'The Sun Also Rises', 'Quirk Books', 483, 'A unique and intriguing book, full of wonders and plot', 2, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Suspense', 8, 36),
(127, 9742736012310, 5, 'The Good Earth', 'St. Martin's Press', 535, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Mystery', 10, 25),
(128, 6775097760888, 1, 'Silas Marner', 'Hachette Livre', 288, 'A unique and intriguing book, full of wonders and plot', 17, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Science fiction', 20, 23),
(129, 1235149580530, 5, 'Love in the Time of Cholera', 'Dark Horse Comics', 908, 'A unique and intriguing book, full of wonders and plot', 0, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Poetry', 17, 24),
(130, 2073510476260, 4, 'Rebecca', 'Pan Macmillan', 560, 'A unique and intriguing book, full of wonders and plot', 20, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Dystopian', 20, 82),
(131, 1861752124622, 5, 'Jude the Obscure', 'Penguin Press', 601, 'A unique and intriguing book, full of wonders and plot', 0, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Contemporary', 20, 4),
(132, 9014600953475, 5, 'Twilight', 'Springer Nature', 634, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Music', 3, 53),
(133, 4551086150012, 1, 'A Passage to India', 'Canongate Books', 723, 'A unique and intriguing book, full of wonders and plot', 14, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Health', 18, 28),
(134, 9095980018435, 3, 'The Plague', 'Vintage Classics', 593, 'A unique and intriguing book, full of wonders and plot', 7, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Children's', 7, 87),
(135, 6619803887852, 2, 'Nicholas Nickleby', 'Wiley', 692, 'A unique and intriguing book, full of wonders and plot', 2, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Poetry', 4, 42),
(136, 9389671253053, 5, 'The Pearl', 'MIT Press', 716, 'A unique and intriguing book, full of wonders and plot', 5, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Drama', 19, 65),
(137, 8615359509646, 2, 'Ethan Frome', 'Macmillan Publishers', 412, 'A unique and intriguing book, full of wonders and plot', 12, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Parenting', 16, 26),
(138, 8506926363451, 2, 'The Tale of Genji', 'Yale University Press', 792, 'A unique and intriguing book, full of wonders and plot', 4, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Biography', 6, 24),
(139, 7293667664657, 3, 'The Giver', 'Penguin Classics', 316, 'A unique and intriguing book, full of wonders and plot', 10, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Self-improvement', 18, 39),
(140, 3139225065688, 4, 'The Alchemist', 'Dark Horse Comics', 220, 'A unique and intriguing book, full of wonders and plot', 0, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Psychology', 11, 34),
(141, 5568779539121, 2, 'The Strange Case of Dr. Jekyll and Mr. Hyde', 'W. W. Norton & Company', 897, 'A unique and intriguing book, full of wonders and plot', 7, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Environmental', 13, 14),
(142, 6152852797574, 4, 'Robinson Crusoe', 'Knopf Doubleday Publishing Group', 653, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Anthology', 15, 58),
(143, 9167776368388, 3, 'Tender is the Night', 'Pearson Education', 610, 'A unique and intriguing book, full of wonders and plot', 8, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Non-fiction', 15, 34),
(144, 1974770494867, 1, 'The Idiot', 'Simon & Schuster', 138, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Poetry', 19, 95),
(145, 2384020713679, 4, 'Hatchet', 'Vintage Books', 399, 'A unique and intriguing book, full of wonders and plot', 2, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Young adult', 7, 65),
(146, 6011099462168, 5, 'The Kite Runner', 'Oxford University Press', 715, 'A unique and intriguing book, full of wonders and plot', 11, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Adventure', 11, 74),
(147, 2768473374153, 5, 'One Flew Over the Cuckoo's Nest', 'Chronicle Books', 550, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Art', 18, 10),
(148, 5509165404004, 2, 'The Portrait of a Lady', 'Macmillan Publishers', 971, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Classic', 17, 1),
(149, 1908125072093, 5, 'The Outsiders', 'Penguin Canada', 887, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Poetry', 20, 30),
(150, 5304046645492, 3, 'Ben-Hur', 'Penguin Canada', 435, 'A unique and intriguing book, full of wonders and plot', 7, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Historical fiction', 10, 79),
